Customer_Segment,Acquisition_Channel,Region,Tenure_Months,Customer_Lifetime_Value,CSAT_Rating,Churn
Regular Consumer,Social Media,Europe,8,1537.29,4,0
Budget Hunter,Email Referral,Latin America,23,398.88,5,0
Regular Consumer,Social Media,Latin America,42,1210.3,5,0
Budget Hunter,Email Referral,North America,35,329.94,4,1
Budget Hunter,Paid Search,North America,31,174.39,5,0
Regular Consumer,Paid Search,North America,35,1375.76,4,0
Corporate/Bulk,Paid Search,Europe,32,12939.69,5,0
Budget Hunter,Paid Search,Europe,5,289.42,4,0
Regular Consumer,Social Media,Latin America,16,1060.58,4,0
High-Tier VIP,Social Media,Latin America,17,3320.74,4,0
Budget Hunter,Paid Search,North America,32,425.96,1,0
Regular Consumer,Email Referral,Europe,38,1090.24,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,32,1155.21,5,0
Regular Consumer,Paid Search,Asia-Pacific,20,1388.78,4,0
Budget Hunter,Paid Search,North America,2,378.61,1,0
Budget Hunter,Paid Search,North America,20,399.29,3,0
Regular Consumer,Paid Search,Europe,47,1252.45,5,0
Regular Consumer,Paid Search,North America,18,1259.14,5,0
Budget Hunter,Social Media,North America,1,366.42,3,0
Regular Consumer,Paid Search,North America,29,1335.87,5,0
Budget Hunter,Social Media,Europe,29,393.88,5,0
Regular Consumer,Email Referral,North America,19,832.59,2,1
Budget Hunter,Organic/Direct,North America,44,297.75,5,0
Corporate/Bulk,Email Referral,North America,40,10440.76,3,0
Budget Hunter,Paid Search,Asia-Pacific,6,389.53,4,1
Budget Hunter,Social Media,Asia-Pacific,44,489.77,4,0
Budget Hunter,Social Media,Europe,39,278.84,4,0
Budget Hunter,Paid Search,Europe,46,426.88,4,0
High-Tier VIP,Paid Search,Latin America,8,3859.94,4,0
Corporate/Bulk,Organic/Direct,North America,24,14768.92,5,0
Budget Hunter,Social Media,North America,20,517.33,5,0
Regular Consumer,Social Media,North America,14,675.6,4,0
Regular Consumer,Social Media,North America,5,1102.1,4,1
High-Tier VIP,Social Media,North America,41,1855.97,1,1
Regular Consumer,Paid Search,Latin America,40,693.05,4,0
Regular Consumer,Paid Search,Europe,34,711.74,5,0
Regular Consumer,Paid Search,Europe,16,1387.22,3,1
Regular Consumer,Paid Search,Latin America,45,1331.1,5,0
Budget Hunter,Email Referral,North America,7,420.11,5,1
Regular Consumer,Social Media,North America,16,1382.37,4,0
Budget Hunter,Organic/Direct,Europe,7,392.44,4,1
Regular Consumer,Paid Search,Europe,27,1233.56,4,0
Budget Hunter,Social Media,North America,14,338.55,4,1
Regular Consumer,Paid Search,Europe,14,1505.88,4,0
Regular Consumer,Paid Search,Europe,44,1203.68,5,0
Regular Consumer,Paid Search,Europe,33,1357.55,4,0
Budget Hunter,Organic/Direct,Europe,33,146.1,4,0
Regular Consumer,Organic/Direct,North America,44,847.48,4,0
Regular Consumer,Social Media,North America,20,1494.07,2,0
Regular Consumer,Social Media,Europe,47,999.47,1,0
Regular Consumer,Email Referral,North America,36,781.39,5,0
Regular Consumer,Paid Search,Latin America,7,1392.39,3,0
High-Tier VIP,Paid Search,Europe,32,4501.5,4,0
Budget Hunter,Paid Search,North America,3,314.39,4,0
High-Tier VIP,Organic/Direct,Asia-Pacific,39,6197.75,1,0
Regular Consumer,Email Referral,Europe,29,1601.23,1,1
Budget Hunter,Paid Search,North America,24,333.56,5,0
Budget Hunter,Email Referral,Asia-Pacific,22,413.21,4,0
Budget Hunter,Organic/Direct,Asia-Pacific,6,154.11,4,0
Regular Consumer,Paid Search,Europe,24,1528.01,5,0
Regular Consumer,Social Media,North America,40,874.02,2,0
Regular Consumer,Social Media,Europe,23,764.36,3,0
Regular Consumer,Email Referral,Asia-Pacific,38,664.42,4,0
Regular Consumer,Paid Search,North America,10,641.23,4,1
Budget Hunter,Organic/Direct,North America,16,444.53,4,0
Budget Hunter,Paid Search,Asia-Pacific,11,405.23,5,1
Regular Consumer,Organic/Direct,North America,32,970.24,5,0
Budget Hunter,Social Media,Asia-Pacific,45,424.8,1,0
Budget Hunter,Social Media,Europe,6,297.94,2,0
Regular Consumer,Organic/Direct,Europe,24,1297.09,5,0
Regular Consumer,Organic/Direct,North America,33,1055.31,3,0
Corporate/Bulk,Email Referral,Asia-Pacific,12,10670.1,2,0
High-Tier VIP,Paid Search,North America,27,3478.28,4,0
Regular Consumer,Organic/Direct,Europe,38,972.05,4,0
Regular Consumer,Paid Search,Europe,18,1363.23,4,0
Regular Consumer,Social Media,Asia-Pacific,45,1411.43,3,0
Regular Consumer,Social Media,Latin America,39,1075.76,4,0
Budget Hunter,Social Media,Europe,13,216.52,4,0
Regular Consumer,Social Media,North America,40,1941.37,3,0
High-Tier VIP,Email Referral,Latin America,30,4541.28,3,0
Regular Consumer,Paid Search,Europe,41,1293.64,4,0
Regular Consumer,Organic/Direct,North America,13,821.6,5,0
Regular Consumer,Social Media,North America,34,1564.57,5,0
Budget Hunter,Paid Search,Asia-Pacific,36,469.69,3,0
Budget Hunter,Paid Search,North America,30,200.55,4,0
Budget Hunter,Email Referral,Europe,25,341.04,4,0
Budget Hunter,Email Referral,Europe,2,334.21,5,0
Budget Hunter,Email Referral,North America,36,558.99,4,0
High-Tier VIP,Email Referral,Europe,18,6124.07,1,0
Budget Hunter,Paid Search,North America,5,223.06,4,0
Regular Consumer,Social Media,Europe,19,981.58,2,0
Budget Hunter,Organic/Direct,Europe,42,271.86,2,0
High-Tier VIP,Social Media,Europe,18,4918.14,4,0
Budget Hunter,Social Media,Asia-Pacific,32,487.57,5,0
Regular Consumer,Social Media,Asia-Pacific,21,1232.75,3,0
High-Tier VIP,Social Media,Asia-Pacific,10,5063.81,4,0
High-Tier VIP,Social Media,North America,37,3752.65,3,0
Budget Hunter,Paid Search,North America,22,393.38,5,0
High-Tier VIP,Social Media,Europe,13,3969.09,4,0
Regular Consumer,Social Media,Latin America,17,707.77,3,0
Regular Consumer,Social Media,Asia-Pacific,9,1329.26,3,1
Budget Hunter,Paid Search,Asia-Pacific,24,349.14,4,0
Budget Hunter,Organic/Direct,North America,44,254.0,2,0
Regular Consumer,Paid Search,Europe,14,1693.62,2,1
Regular Consumer,Social Media,Europe,46,970.06,4,0
Regular Consumer,Organic/Direct,North America,8,1382.73,4,0
Regular Consumer,Social Media,North America,37,1091.24,4,1
Regular Consumer,Paid Search,Latin America,19,1663.07,2,0
Budget Hunter,Organic/Direct,North America,28,329.21,4,1
Regular Consumer,Social Media,North America,46,697.61,4,0
Budget Hunter,Organic/Direct,North America,41,420.88,1,1
Regular Consumer,Organic/Direct,Latin America,30,1661.86,4,0
Regular Consumer,Social Media,Europe,7,1071.72,2,0
Corporate/Bulk,Social Media,Europe,26,12866.93,5,0
Budget Hunter,Paid Search,Latin America,40,361.33,4,0
Budget Hunter,Paid Search,North America,46,316.51,4,0
Budget Hunter,Social Media,Europe,46,423.57,2,0
Budget Hunter,Social Media,North America,11,280.0,3,0
Budget Hunter,Social Media,North America,14,352.84,4,0
High-Tier VIP,Paid Search,Asia-Pacific,21,4789.53,4,0
Budget Hunter,Paid Search,Asia-Pacific,8,369.35,3,0
Budget Hunter,Social Media,North America,3,282.15,1,0
Regular Consumer,Paid Search,North America,28,1817.88,3,0
Regular Consumer,Organic/Direct,Europe,29,1578.67,4,0
Regular Consumer,Paid Search,North America,23,1497.12,3,1
Budget Hunter,Social Media,North America,18,475.41,4,0
Regular Consumer,Email Referral,North America,35,1220.63,3,0
Budget Hunter,Paid Search,North America,13,317.51,4,1
Budget Hunter,Social Media,Asia-Pacific,12,254.71,3,0
High-Tier VIP,Paid Search,North America,47,3708.64,4,0
Budget Hunter,Social Media,North America,5,261.27,1,1
Regular Consumer,Social Media,Europe,39,1041.57,2,0
Regular Consumer,Social Media,Asia-Pacific,11,1282.94,4,0
Budget Hunter,Social Media,North America,11,429.98,3,0
High-Tier VIP,Email Referral,North America,47,5497.15,3,0
Budget Hunter,Paid Search,North America,42,247.49,5,0
Regular Consumer,Paid Search,Asia-Pacific,47,1406.74,5,0
Corporate/Bulk,Email Referral,Europe,31,14145.61,3,0
Regular Consumer,Social Media,Asia-Pacific,31,1123.73,5,0
High-Tier VIP,Email Referral,Latin America,13,5847.47,4,1
Budget Hunter,Social Media,Asia-Pacific,14,426.63,3,0
Regular Consumer,Organic/Direct,Europe,45,820.62,5,0
Budget Hunter,Social Media,Europe,42,541.78,5,0
Regular Consumer,Organic/Direct,North America,25,985.31,5,0
Corporate/Bulk,Email Referral,Latin America,33,13632.9,2,0
Budget Hunter,Social Media,North America,33,430.61,2,0
Regular Consumer,Paid Search,North America,15,832.8,4,0
Budget Hunter,Paid Search,Europe,16,365.66,4,0
Regular Consumer,Paid Search,North America,44,1472.67,2,0
Regular Consumer,Paid Search,Europe,38,829.62,5,0
Corporate/Bulk,Paid Search,Europe,6,11273.94,4,0
Regular Consumer,Social Media,Europe,44,1497.8,4,0
Budget Hunter,Social Media,Asia-Pacific,25,442.51,4,0
Budget Hunter,Social Media,North America,15,315.26,4,0
Budget Hunter,Social Media,Europe,4,485.13,1,1
Budget Hunter,Paid Search,Europe,4,464.23,5,0
Budget Hunter,Paid Search,Europe,30,371.11,3,0
High-Tier VIP,Paid Search,Asia-Pacific,34,3758.68,2,0
Regular Consumer,Social Media,North America,27,850.24,5,0
Regular Consumer,Paid Search,Europe,31,1313.26,5,0
Budget Hunter,Paid Search,North America,32,478.14,5,0
High-Tier VIP,Social Media,Latin America,44,4334.45,5,0
Regular Consumer,Organic/Direct,North America,39,942.28,4,0
Budget Hunter,Paid Search,Asia-Pacific,9,422.18,5,0
Regular Consumer,Social Media,North America,41,1252.35,1,0
Regular Consumer,Organic/Direct,North America,8,1354.77,4,0
Budget Hunter,Organic/Direct,Europe,14,304.04,4,1
Regular Consumer,Email Referral,Asia-Pacific,33,1089.04,1,1
Regular Consumer,Paid Search,Europe,23,1041.0,4,0
Budget Hunter,Paid Search,Latin America,21,393.68,4,0
High-Tier VIP,Email Referral,Europe,12,4118.18,4,1
High-Tier VIP,Social Media,Europe,2,5166.48,2,0
Regular Consumer,Social Media,North America,13,1013.59,5,0
Regular Consumer,Organic/Direct,Asia-Pacific,4,1349.25,2,1
Regular Consumer,Organic/Direct,North America,20,1411.13,4,0
Regular Consumer,Email Referral,Asia-Pacific,14,1299.46,5,0
Regular Consumer,Email Referral,Latin America,30,1475.11,4,0
Budget Hunter,Organic/Direct,Latin America,29,307.87,3,1
Regular Consumer,Paid Search,Europe,8,1407.79,1,1
High-Tier VIP,Email Referral,Europe,12,4762.51,4,0
Regular Consumer,Paid Search,Asia-Pacific,41,957.08,5,0
Budget Hunter,Paid Search,North America,38,183.13,5,0
Regular Consumer,Email Referral,Europe,26,692.05,4,0
Budget Hunter,Paid Search,North America,2,156.77,2,1
Budget Hunter,Paid Search,Europe,40,387.29,3,0
Budget Hunter,Paid Search,North America,14,321.58,3,1
Budget Hunter,Email Referral,North America,6,357.63,3,0
Regular Consumer,Social Media,North America,42,1145.88,3,1
Regular Consumer,Organic/Direct,Europe,40,1374.5,3,1
Budget Hunter,Paid Search,Europe,31,403.45,4,1
High-Tier VIP,Organic/Direct,North America,17,4548.26,3,0
High-Tier VIP,Organic/Direct,Europe,25,4616.35,4,0
High-Tier VIP,Paid Search,North America,32,4661.29,5,0
Budget Hunter,Social Media,Europe,12,471.78,4,0
Regular Consumer,Paid Search,Europe,13,598.62,4,0
Corporate/Bulk,Email Referral,Europe,19,9156.07,4,0
Regular Consumer,Social Media,Asia-Pacific,44,1459.58,3,0
Budget Hunter,Email Referral,North America,25,446.94,1,0
Budget Hunter,Paid Search,Asia-Pacific,31,387.38,1,1
Regular Consumer,Organic/Direct,Europe,37,1144.76,3,1
High-Tier VIP,Organic/Direct,Europe,25,6594.25,4,1
Regular Consumer,Organic/Direct,Europe,16,1253.34,5,0
Regular Consumer,Email Referral,North America,38,1209.24,5,0
Budget Hunter,Social Media,Europe,43,466.53,1,0
Regular Consumer,Paid Search,Europe,23,1342.67,5,0
High-Tier VIP,Organic/Direct,North America,14,5557.31,3,0
Regular Consumer,Organic/Direct,North America,6,1517.09,5,0
Regular Consumer,Social Media,North America,25,1088.26,3,1
Corporate/Bulk,Paid Search,Latin America,23,15861.26,2,0
Budget Hunter,Social Media,Europe,43,134.56,3,0
Regular Consumer,Paid Search,North America,12,606.1,5,0
Budget Hunter,Social Media,North America,13,290.48,3,0
Regular Consumer,Social Media,Europe,36,1072.99,2,0
Regular Consumer,Organic/Direct,Asia-Pacific,39,1308.79,5,0
Regular Consumer,Paid Search,North America,34,993.17,5,0
Regular Consumer,Social Media,North America,6,1196.42,1,1
Regular Consumer,Paid Search,Asia-Pacific,38,1138.46,4,0
High-Tier VIP,Paid Search,North America,40,6755.02,3,0
Regular Consumer,Organic/Direct,North America,8,958.51,3,1
Budget Hunter,Email Referral,Latin America,8,202.73,4,0
Regular Consumer,Social Media,Europe,40,1535.7,4,0
Regular Consumer,Organic/Direct,North America,33,985.81,4,0
Budget Hunter,Email Referral,North America,34,341.98,4,0
High-Tier VIP,Organic/Direct,North America,44,3773.05,4,0
High-Tier VIP,Paid Search,North America,15,5329.32,4,0
Budget Hunter,Email Referral,Asia-Pacific,36,229.75,4,0
Corporate/Bulk,Social Media,Europe,35,3302.22,4,0
Budget Hunter,Paid Search,Asia-Pacific,46,463.38,2,1
Budget Hunter,Paid Search,Latin America,22,371.65,4,0
Budget Hunter,Social Media,Europe,23,443.86,4,0
High-Tier VIP,Paid Search,North America,40,5919.99,4,1
Regular Consumer,Paid Search,Europe,45,925.06,4,0
Budget Hunter,Paid Search,Latin America,22,355.31,3,0
Regular Consumer,Organic/Direct,Asia-Pacific,5,1351.62,4,0
Regular Consumer,Email Referral,North America,31,1167.51,3,0
Budget Hunter,Paid Search,Europe,13,322.69,5,0
High-Tier VIP,Email Referral,Europe,28,4259.64,4,0
High-Tier VIP,Email Referral,Latin America,20,5718.99,3,1
Regular Consumer,Organic/Direct,North America,33,1122.3,4,0
Corporate/Bulk,Paid Search,Europe,16,12650.63,5,0
Regular Consumer,Organic/Direct,Asia-Pacific,29,1304.07,3,0
Corporate/Bulk,Email Referral,Europe,23,8348.5,4,0
Regular Consumer,Organic/Direct,Europe,24,1290.59,4,0
Regular Consumer,Paid Search,North America,34,738.4,4,0
Budget Hunter,Social Media,North America,7,385.13,2,1
High-Tier VIP,Social Media,North America,38,5502.51,4,0
Regular Consumer,Social Media,Latin America,37,1536.42,5,0
Budget Hunter,Paid Search,North America,4,266.64,5,0
Budget Hunter,Paid Search,Europe,34,303.09,4,0
Regular Consumer,Organic/Direct,Europe,42,1285.22,5,0
Regular Consumer,Email Referral,North America,22,1057.22,4,0
Regular Consumer,Paid Search,Europe,5,621.34,4,0
High-Tier VIP,Email Referral,Asia-Pacific,42,3890.59,4,1
Budget Hunter,Paid Search,Asia-Pacific,23,374.52,2,0
Regular Consumer,Organic/Direct,Europe,15,1520.26,4,0
Budget Hunter,Organic/Direct,Europe,31,497.81,4,1
High-Tier VIP,Organic/Direct,North America,9,4640.57,5,0
High-Tier VIP,Email Referral,Latin America,43,5137.31,4,0
Regular Consumer,Paid Search,North America,25,1488.24,4,1
Regular Consumer,Email Referral,Asia-Pacific,25,584.83,3,0
Budget Hunter,Paid Search,North America,21,260.82,3,1
Regular Consumer,Organic/Direct,Latin America,9,1230.77,3,0
High-Tier VIP,Organic/Direct,Asia-Pacific,38,6250.44,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,22,1388.93,3,0
Budget Hunter,Paid Search,North America,43,378.85,4,0
Regular Consumer,Email Referral,Europe,23,1131.57,3,1
High-Tier VIP,Paid Search,Europe,4,4980.14,4,1
Budget Hunter,Paid Search,Asia-Pacific,29,297.81,5,1
Budget Hunter,Organic/Direct,North America,15,281.76,4,0
Regular Consumer,Social Media,Latin America,1,992.12,3,0
High-Tier VIP,Organic/Direct,Asia-Pacific,30,6008.04,4,0
Budget Hunter,Social Media,North America,29,276.48,2,1
Budget Hunter,Paid Search,Asia-Pacific,20,315.11,2,0
Budget Hunter,Organic/Direct,Europe,33,391.21,2,0
Budget Hunter,Social Media,Europe,41,272.98,2,1
Regular Consumer,Paid Search,North America,44,1267.85,2,0
Regular Consumer,Organic/Direct,Europe,36,1267.74,3,1
Regular Consumer,Social Media,Asia-Pacific,22,1012.66,2,0
Regular Consumer,Social Media,Europe,13,1122.37,4,0
Budget Hunter,Social Media,Europe,7,267.44,5,0
High-Tier VIP,Organic/Direct,Europe,8,6055.61,5,0
Regular Consumer,Organic/Direct,Asia-Pacific,28,1277.28,1,0
Corporate/Bulk,Organic/Direct,North America,45,8116.23,4,1
Regular Consumer,Paid Search,Asia-Pacific,43,1237.9,5,0
Budget Hunter,Organic/Direct,Europe,9,365.01,2,0
Regular Consumer,Organic/Direct,North America,25,527.03,5,1
Budget Hunter,Organic/Direct,North America,16,467.29,4,0
Regular Consumer,Social Media,Europe,10,903.12,5,0
Budget Hunter,Email Referral,Asia-Pacific,11,532.89,5,0
Budget Hunter,Organic/Direct,North America,31,419.59,4,0
High-Tier VIP,Paid Search,Asia-Pacific,12,3232.32,4,0
Budget Hunter,Social Media,North America,31,322.5,3,0
High-Tier VIP,Email Referral,Europe,14,5537.95,2,0
Budget Hunter,Paid Search,Latin America,44,329.2,4,0
Regular Consumer,Email Referral,Asia-Pacific,32,1553.47,3,0
Regular Consumer,Organic/Direct,North America,17,1087.18,2,1
Regular Consumer,Social Media,Europe,35,1176.4,3,1
Budget Hunter,Paid Search,North America,1,433.14,5,1
Budget Hunter,Paid Search,Europe,29,402.8,1,1
Budget Hunter,Email Referral,Asia-Pacific,4,269.04,3,1
Budget Hunter,Paid Search,Asia-Pacific,23,387.98,4,0
Regular Consumer,Organic/Direct,North America,28,1250.23,4,0
High-Tier VIP,Social Media,Latin America,16,3474.3,3,1
High-Tier VIP,Paid Search,Europe,12,2935.71,5,1
Regular Consumer,Paid Search,North America,21,620.58,4,1
Regular Consumer,Social Media,Europe,45,1111.67,4,0
Regular Consumer,Email Referral,Europe,17,1183.8,1,1
Budget Hunter,Social Media,Europe,40,394.15,4,0
High-Tier VIP,Social Media,Europe,13,5423.04,5,0
Regular Consumer,Paid Search,Europe,32,1075.84,3,0
Regular Consumer,Social Media,North America,37,1175.08,3,0
Budget Hunter,Social Media,Asia-Pacific,15,283.61,1,1
Regular Consumer,Email Referral,Europe,12,1226.17,5,0
Regular Consumer,Social Media,North America,15,1490.55,2,1
High-Tier VIP,Social Media,Asia-Pacific,34,4613.79,5,1
Regular Consumer,Paid Search,Latin America,6,1549.0,3,1
Regular Consumer,Email Referral,Latin America,17,1485.53,4,0
Corporate/Bulk,Paid Search,North America,20,15008.67,4,0
Budget Hunter,Paid Search,North America,9,361.31,2,0
Regular Consumer,Organic/Direct,Europe,5,1040.27,4,1
Budget Hunter,Social Media,North America,23,404.36,3,0
Regular Consumer,Social Media,Latin America,33,1088.13,1,0
High-Tier VIP,Social Media,North America,38,5163.58,5,0
Budget Hunter,Organic/Direct,North America,14,292.0,1,1
High-Tier VIP,Paid Search,Europe,17,3568.04,4,0
Budget Hunter,Organic/Direct,North America,19,456.44,3,0
High-Tier VIP,Social Media,Asia-Pacific,33,3360.85,3,0
Regular Consumer,Social Media,Europe,1,1506.67,4,1
High-Tier VIP,Social Media,North America,13,5159.28,4,0
Budget Hunter,Paid Search,North America,46,358.25,3,1
Corporate/Bulk,Organic/Direct,Europe,27,5795.23,4,0
Regular Consumer,Social Media,North America,6,1645.7,3,0
Budget Hunter,Paid Search,Europe,6,268.2,5,1
High-Tier VIP,Social Media,Europe,33,5572.3,3,0
Budget Hunter,Email Referral,Asia-Pacific,30,289.54,3,1
High-Tier VIP,Social Media,Latin America,46,3632.44,4,0
Budget Hunter,Email Referral,Latin America,35,408.5,1,0
Regular Consumer,Paid Search,Latin America,23,1361.54,3,1
Regular Consumer,Paid Search,North America,10,856.47,3,0
Budget Hunter,Paid Search,North America,19,475.72,5,0
Budget Hunter,Social Media,North America,28,331.97,5,0
Budget Hunter,Paid Search,Asia-Pacific,23,356.03,4,0
Regular Consumer,Paid Search,Latin America,4,1110.88,4,0
Budget Hunter,Email Referral,Asia-Pacific,20,253.51,4,1
Regular Consumer,Organic/Direct,North America,19,1420.57,4,1
Budget Hunter,Organic/Direct,Latin America,42,375.34,3,0
Budget Hunter,Paid Search,Europe,27,279.56,5,0
Regular Consumer,Paid Search,North America,34,1483.24,2,0
Budget Hunter,Paid Search,Europe,4,354.8,3,1
High-Tier VIP,Organic/Direct,North America,38,4585.92,5,0
High-Tier VIP,Email Referral,Europe,7,6498.58,4,0
Regular Consumer,Social Media,North America,7,717.6,1,1
Regular Consumer,Paid Search,Europe,26,713.64,1,1
High-Tier VIP,Social Media,Europe,26,2929.49,4,0
Budget Hunter,Paid Search,Asia-Pacific,19,381.82,4,1
Budget Hunter,Social Media,Europe,9,318.58,4,1
Budget Hunter,Social Media,Europe,20,325.54,3,0
Regular Consumer,Organic/Direct,Asia-Pacific,42,917.28,5,1
Budget Hunter,Paid Search,Latin America,45,495.71,3,0
Regular Consumer,Paid Search,North America,16,1800.31,4,0
Corporate/Bulk,Email Referral,Europe,17,13471.99,4,0
High-Tier VIP,Paid Search,North America,22,2804.3,2,1
Regular Consumer,Paid Search,North America,13,1053.93,3,0
Budget Hunter,Paid Search,Europe,12,422.4,5,0
High-Tier VIP,Paid Search,Asia-Pacific,10,4448.44,5,0
Regular Consumer,Social Media,North America,1,1470.67,3,0
Budget Hunter,Organic/Direct,Asia-Pacific,32,459.18,5,0
Budget Hunter,Paid Search,Asia-Pacific,30,516.88,3,0
High-Tier VIP,Social Media,Latin America,8,3763.28,4,0
Regular Consumer,Organic/Direct,North America,21,1224.39,2,0
High-Tier VIP,Social Media,Latin America,22,4004.14,5,0
High-Tier VIP,Email Referral,North America,18,2249.12,1,0
Regular Consumer,Email Referral,Europe,2,1410.48,4,0
Regular Consumer,Paid Search,North America,44,1369.03,4,0
Regular Consumer,Organic/Direct,North America,9,1035.95,2,1
Budget Hunter,Social Media,Asia-Pacific,3,210.17,4,0
Regular Consumer,Email Referral,Europe,26,1084.76,1,1
Regular Consumer,Social Media,North America,21,1419.34,4,0
Regular Consumer,Email Referral,North America,30,1601.2,3,0
High-Tier VIP,Organic/Direct,Europe,28,3698.35,4,1
Regular Consumer,Paid Search,North America,36,1532.31,5,0
Regular Consumer,Social Media,Asia-Pacific,26,1386.74,3,0
Regular Consumer,Email Referral,North America,34,1323.97,1,1
Regular Consumer,Email Referral,North America,8,811.93,4,0
Regular Consumer,Paid Search,North America,10,824.97,4,0
Budget Hunter,Organic/Direct,Europe,43,277.31,5,0
Regular Consumer,Paid Search,North America,14,1102.08,2,1
Budget Hunter,Paid Search,North America,40,507.57,3,1
Regular Consumer,Social Media,Latin America,15,1001.33,5,0
Regular Consumer,Paid Search,Europe,17,1431.38,5,0
Regular Consumer,Organic/Direct,North America,18,1060.57,4,1
Corporate/Bulk,Paid Search,Europe,32,12299.95,3,0
Regular Consumer,Organic/Direct,Asia-Pacific,38,1181.11,3,0
Regular Consumer,Paid Search,North America,23,1253.11,2,1
Regular Consumer,Paid Search,North America,46,1310.88,5,0
Regular Consumer,Paid Search,Asia-Pacific,23,1125.16,2,0
Budget Hunter,Paid Search,Europe,35,382.77,4,0
Budget Hunter,Paid Search,Europe,39,457.97,4,1
Budget Hunter,Paid Search,North America,15,284.01,3,0
Regular Consumer,Social Media,North America,24,1555.76,3,0
Budget Hunter,Paid Search,Europe,28,326.79,4,0
Budget Hunter,Social Media,North America,16,317.54,3,1
Budget Hunter,Social Media,Europe,16,411.21,3,0
Corporate/Bulk,Email Referral,Europe,40,10061.81,3,0
Budget Hunter,Email Referral,North America,39,377.93,5,0
Regular Consumer,Social Media,Latin America,6,1267.72,5,0
Budget Hunter,Paid Search,Asia-Pacific,2,167.69,4,0
Regular Consumer,Paid Search,Asia-Pacific,13,1325.28,4,1
Budget Hunter,Email Referral,North America,44,223.9,4,1
Budget Hunter,Paid Search,North America,47,230.57,4,0
Regular Consumer,Paid Search,Europe,9,1309.94,5,0
Budget Hunter,Paid Search,North America,34,396.95,4,1
Budget Hunter,Paid Search,Latin America,17,455.44,2,0
Budget Hunter,Paid Search,North America,27,254.68,5,0
Budget Hunter,Organic/Direct,Europe,29,285.14,4,0
Budget Hunter,Paid Search,North America,37,390.63,3,1
Budget Hunter,Social Media,Europe,43,457.12,5,0
High-Tier VIP,Paid Search,North America,22,4716.2,3,1
Regular Consumer,Paid Search,Europe,24,936.6,3,0
Regular Consumer,Email Referral,North America,7,1651.93,4,1
Budget Hunter,Paid Search,Asia-Pacific,34,327.04,3,0
High-Tier VIP,Organic/Direct,North America,12,4239.9,4,1
Regular Consumer,Social Media,Latin America,23,769.25,2,0
Budget Hunter,Paid Search,Asia-Pacific,15,413.36,2,0
Regular Consumer,Email Referral,North America,33,1455.78,4,0
Budget Hunter,Paid Search,Asia-Pacific,13,288.24,4,0
Budget Hunter,Email Referral,North America,23,503.23,2,0
Regular Consumer,Paid Search,Latin America,38,1023.86,5,0
High-Tier VIP,Email Referral,Europe,32,5203.41,4,0
Regular Consumer,Paid Search,North America,45,1267.09,2,1
Regular Consumer,Social Media,North America,35,592.33,3,1
Corporate/Bulk,Organic/Direct,North America,1,12495.73,5,0
Budget Hunter,Email Referral,Latin America,47,389.74,4,1
Budget Hunter,Email Referral,North America,45,195.44,3,0
Regular Consumer,Organic/Direct,Europe,5,1657.6,2,0
Regular Consumer,Email Referral,Europe,13,1337.46,4,0
Regular Consumer,Paid Search,Latin America,5,1571.82,3,1
High-Tier VIP,Paid Search,North America,32,2569.38,4,0
Regular Consumer,Paid Search,Europe,21,1076.87,5,0
Regular Consumer,Social Media,Europe,24,1554.18,3,0
Budget Hunter,Social Media,Asia-Pacific,18,212.77,5,0
High-Tier VIP,Social Media,North America,21,4071.25,5,0
Corporate/Bulk,Paid Search,North America,10,12117.88,5,0
High-Tier VIP,Organic/Direct,North America,24,2368.6,5,0
Budget Hunter,Paid Search,Asia-Pacific,40,234.38,5,0
Regular Consumer,Paid Search,North America,47,1614.63,4,0
Budget Hunter,Social Media,Europe,21,355.23,4,0
Budget Hunter,Organic/Direct,North America,25,452.96,4,1
Budget Hunter,Organic/Direct,Asia-Pacific,23,365.93,5,0
Regular Consumer,Social Media,Latin America,22,1936.77,3,0
Regular Consumer,Paid Search,Europe,4,1331.62,2,0
Budget Hunter,Social Media,North America,34,461.11,2,1
Regular Consumer,Paid Search,North America,6,1126.17,5,0
Regular Consumer,Social Media,North America,28,1263.22,4,0
Budget Hunter,Social Media,North America,31,406.16,4,0
Budget Hunter,Paid Search,Europe,35,420.68,3,0
Regular Consumer,Paid Search,Europe,39,1188.3,4,0
Regular Consumer,Email Referral,Latin America,42,1200.82,1,0
Budget Hunter,Email Referral,North America,23,393.92,4,0
Budget Hunter,Social Media,Europe,6,393.86,3,0
Budget Hunter,Paid Search,Europe,16,260.31,5,0
High-Tier VIP,Paid Search,Europe,2,4753.08,4,0
Regular Consumer,Social Media,North America,24,1296.23,4,1
Regular Consumer,Email Referral,Europe,17,907.1,4,0
Budget Hunter,Paid Search,Europe,45,429.27,4,0
Regular Consumer,Organic/Direct,Asia-Pacific,1,1323.82,3,1
Budget Hunter,Paid Search,Latin America,6,553.93,4,0
Regular Consumer,Email Referral,North America,5,1192.2,5,0
High-Tier VIP,Social Media,North America,45,5778.12,4,0
Regular Consumer,Organic/Direct,Europe,29,1361.74,4,0
High-Tier VIP,Paid Search,Europe,12,6661.62,5,0
Regular Consumer,Social Media,North America,39,909.01,5,0
Budget Hunter,Paid Search,Asia-Pacific,47,306.66,4,0
