TenureMonths,PurchaseFrequency,AvgOrderValue,AnnualIncome,CSAT_Rating,SupportTickets,AnnualSpend,IncomeSpendRatio,EngagementScore,TenureSpendVelocity,Churn
7,8,151.87,52771.32,2,2,14579.52,0.2763,2.667,2082.79,1
49,11,183.27,43519.32,4,2,24191.64,0.5559,3.667,493.71,0
31,7,85.09,92533.37,4,2,7147.56,0.0772,2.333,230.57,0
58,6,58.38,11243.21,5,3,4203.36,0.3739,1.5,72.47,0
61,3,109.63,39459.43,5,2,3946.68,0.1,1.0,64.7,0
24,9,59.73,44618.54,4,2,6450.84,0.1446,3.0,268.79,1
20,6,105.54,30549.21,1,4,7598.88,0.2487,1.2,379.94,1
37,5,65.01,95642.34,3,2,3900.6,0.0408,1.667,105.42,1
4,5,28.37,95452.42,4,1,1702.2,0.0178,2.5,425.55,0
20,6,117.54,42679.73,4,3,8462.88,0.1983,1.5,423.14,1
60,5,67.17,77837.26,4,1,4030.2,0.0518,2.5,67.17,0
24,6,175.55,65737.75,5,2,12639.6,0.1923,2.0,526.65,0
50,6,93.82,84810.07,5,1,6755.04,0.0796,3.0,135.1,0
49,5,41.26,53070.32,2,2,2475.6,0.0466,1.667,50.52,1
51,4,141.68,62768.95,3,1,6800.64,0.1083,2.0,133.35,0
36,4,85.69,80245.83,5,3,4113.12,0.0513,1.0,114.25,1
66,5,121.58,77492.71,4,2,7294.8,0.0941,1.667,110.53,0
34,7,142.89,57729.43,3,2,12002.76,0.2079,2.333,353.02,1
36,9,96.12,38033.64,4,2,10380.96,0.2729,3.0,288.36,1
6,7,47.45,41259.58,4,1,3985.8,0.0966,3.5,664.3,0
39,4,100.22,21714.68,3,3,4810.56,0.2215,1.0,123.35,0
42,1,164.9,69170.82,2,2,1978.8,0.0286,0.333,47.11,1
58,4,89.28,58818.95,5,2,4285.44,0.0729,1.333,73.89,0
12,6,112.65,60206.75,4,2,8110.8,0.1347,2.0,675.9,1
3,4,62.91,54547.01,2,0,3019.68,0.0554,4.0,1006.56,1
18,6,43.47,34419.7,4,2,3129.84,0.0909,2.0,173.88,0
40,10,86.53,60627.11,4,3,10383.6,0.1713,2.5,259.59,1
21,6,94.84,65894.52,5,2,6828.48,0.1036,2.0,325.17,0
15,5,150.48,39372.85,2,4,9028.8,0.2293,1.0,601.92,1
26,3,97.64,54489.73,5,2,3515.04,0.0645,1.0,135.19,0
8,11,145.22,43329.72,2,2,19169.04,0.4424,3.667,2396.13,1
42,3,75.89,51120.25,4,4,2732.04,0.0534,0.6,65.05,0
44,7,46.8,34562.81,4,1,3931.2,0.1137,3.5,89.35,0
14,7,115.54,50172.44,3,2,9705.36,0.1934,2.333,693.24,0
2,5,172.79,84292.95,3,1,10367.4,0.123,2.5,5183.7,1
37,7,70.99,45965.56,5,2,5963.16,0.1297,2.333,161.17,0
69,5,123.24,42743.48,4,3,7394.4,0.173,1.25,107.17,0
38,6,125.3,43873.88,4,2,9021.6,0.2056,2.0,237.41,0
41,8,43.71,51576.12,2,2,4196.16,0.0814,2.667,102.35,0
62,6,84.8,87261.78,1,2,6105.6,0.07,2.0,98.48,0
60,2,127.81,80302.58,2,2,3067.44,0.0382,0.667,51.12,1
14,10,109.46,52418.44,5,2,13135.2,0.2506,3.333,938.23,1
2,2,127.85,43429.25,4,0,3068.4,0.0707,2.0,1534.2,1
70,4,118.36,23302.36,5,4,5681.28,0.2438,0.8,81.16,1
17,9,89.81,38596.29,1,0,9699.48,0.2513,9.0,570.56,0
28,9,94.73,19458.25,4,2,10230.84,0.5258,3.0,365.39,0
66,7,148.65,68322.11,1,1,12486.6,0.1828,3.5,189.19,0
35,6,100.14,79040.01,4,0,7210.08,0.0912,6.0,206.0,0
5,4,66.54,48245.84,3,1,3193.92,0.0662,2.0,638.78,0
65,4,85.43,61910.1,2,3,4100.64,0.0662,1.0,63.09,1
40,11,112.47,35398.22,4,1,14846.04,0.4194,5.5,371.15,0
56,8,144.46,20082.05,3,1,13868.16,0.6906,4.0,247.65,0
36,5,43.22,56002.14,4,4,2593.2,0.0463,1.0,72.03,0
45,2,83.34,61900.16,4,1,2000.16,0.0323,1.0,44.45,0
23,4,139.61,85671.53,4,3,6701.28,0.0782,1.0,291.36,1
47,5,62.54,92137.3,5,3,3752.4,0.0407,1.25,79.84,0
31,9,62.68,49985.77,3,3,6769.44,0.1354,2.25,218.37,0
11,9,94.21,71418.07,3,3,10174.68,0.1425,2.25,924.97,1
10,5,41.55,60671.62,4,1,2493.0,0.0411,2.5,249.3,1
67,8,193.62,55040.88,4,1,18587.52,0.3377,4.0,277.43,0
14,5,111.84,54325.41,1,0,6710.4,0.1235,5.0,479.31,0
10,8,123.04,52390.91,5,1,11811.84,0.2255,4.0,1181.18,1
1,1,153.23,53165.36,1,1,1838.76,0.0346,0.5,1838.76,1
5,5,242.23,84819.05,2,1,14533.8,0.1714,2.5,2906.76,0
20,6,89.96,58862.41,2,4,6477.12,0.11,1.2,323.86,0
8,4,42.93,86353.51,1,0,2060.64,0.0239,4.0,257.58,0
43,6,107.4,38830.43,1,2,7732.8,0.1991,2.0,179.83,0
1,8,64.4,4010.82,1,6,6182.4,0.6182,1.143,6182.4,1
57,6,52.92,46667.9,3,3,3810.24,0.0816,1.5,66.85,1
64,8,74.24,39951.11,3,0,7127.04,0.1784,8.0,111.36,0
28,8,89.17,28115.59,2,2,8560.32,0.3045,2.667,305.73,1
37,10,154.46,78411.7,4,2,18535.2,0.2364,3.333,500.95,1
47,6,195.93,30944.95,2,2,14106.96,0.4559,2.0,300.15,0
37,7,56.32,65490.15,1,3,4730.88,0.0722,1.75,127.86,1
49,6,76.76,91255.5,3,0,5526.72,0.0606,6.0,112.79,0
44,11,120.56,34301.54,3,5,15913.92,0.4639,1.833,361.68,1
56,8,128.05,50843.13,3,5,12292.8,0.2418,1.333,219.51,0
28,9,59.45,79348.75,3,0,6420.6,0.0809,9.0,229.31,0
6,4,139.72,47522.81,4,2,6706.56,0.1411,1.333,1117.76,1
61,6,66.39,60983.01,4,1,4780.08,0.0784,3.0,78.36,0
20,10,58.3,66507.29,5,5,6996.0,0.1052,1.667,349.8,1
2,3,118.26,58124.71,4,5,4257.36,0.0732,0.5,2128.68,1
37,8,156.34,46930.36,3,3,15008.64,0.3198,2.0,405.64,0
20,3,107.39,40944.15,2,4,3866.04,0.0944,0.6,193.3,1
26,4,99.35,35293.96,4,1,4768.8,0.1351,2.0,183.42,0
29,4,89.97,65737.25,2,0,4318.56,0.0657,4.0,148.92,0
1,4,96.83,43158.05,4,3,4647.84,0.1077,1.0,4647.84,1
35,6,84.33,76527.57,3,4,6071.76,0.0793,1.2,173.48,1
70,4,119.83,83605.01,4,1,5751.84,0.0688,2.0,82.17,0
59,8,96.86,34177.38,5,2,9298.56,0.2721,2.667,157.6,0
69,11,235.39,68287.47,5,3,31071.48,0.455,2.75,450.31,0
33,2,109.38,92061.74,2,0,2625.12,0.0285,2.0,79.55,1
51,4,84.4,39604.0,3,1,4051.2,0.1023,2.0,79.44,0
12,6,56.72,76611.56,4,1,4083.84,0.0533,3.0,340.32,0
20,12,60.25,65114.75,4,1,8676.0,0.1332,6.0,433.8,0
53,3,111.45,72288.72,3,3,4012.2,0.0555,0.75,75.7,0
43,7,72.4,41384.73,4,4,6081.6,0.147,1.4,141.43,0
50,11,101.64,89293.33,4,2,13416.48,0.1503,3.667,268.33,0
29,7,160.4,42945.93,5,1,13473.6,0.3137,3.5,464.61,0
57,6,51.19,66531.6,4,4,3685.68,0.0554,1.2,64.66,0
39,4,86.98,53861.76,3,5,4175.04,0.0775,0.667,107.05,0
56,4,26.15,64659.76,4,2,1255.2,0.0194,1.333,22.41,0
43,8,43.84,37298.44,4,1,4208.64,0.1128,4.0,97.88,0
50,5,103.43,32907.45,4,2,6205.8,0.1886,1.667,124.12,1
23,4,46.27,60166.56,4,1,2220.96,0.0369,2.0,96.56,0
44,2,50.58,48389.45,5,1,1213.92,0.0251,1.0,27.59,0
38,5,185.88,47776.77,4,0,11152.8,0.2334,5.0,293.49,0
23,5,68.99,64806.73,3,2,4139.4,0.0639,1.667,179.97,0
45,5,58.23,28095.81,4,2,3493.8,0.1244,1.667,77.64,0
52,7,159.91,76723.89,4,1,13432.44,0.1751,3.5,258.32,0
50,0,58.01,57151.23,1,2,0.0,0.0,0.0,0.0,0
8,3,108.57,68730.92,3,2,3908.52,0.0569,1.0,488.56,1
1,6,109.99,64492.27,4,4,7919.28,0.1228,1.2,7919.28,1
8,3,135.62,65484.96,4,2,4882.32,0.0746,1.0,610.29,0
29,9,53.52,33427.77,4,6,5780.16,0.1729,1.286,199.32,0
5,3,62.4,75964.39,3,2,2246.4,0.0296,1.0,449.28,0
47,4,69.38,59912.45,5,0,3330.24,0.0556,4.0,70.86,0
34,11,63.77,46450.11,3,1,8417.64,0.1812,5.5,247.58,0
65,1,131.59,52744.78,2,3,1579.08,0.0299,0.25,24.29,1
55,10,110.07,61518.45,3,0,13208.4,0.2147,10.0,240.15,0
43,4,117.68,58244.12,4,0,5648.64,0.097,4.0,131.36,0
30,10,42.67,65750.36,3,2,5120.4,0.0779,3.333,170.68,0
17,2,102.25,84761.02,3,1,2454.0,0.029,1.0,144.35,1
26,5,171.4,36340.54,4,2,10284.0,0.283,1.667,395.54,0
8,5,221.52,68504.94,3,3,13291.2,0.194,1.25,1661.4,1
47,8,74.86,53068.62,4,2,7186.56,0.1354,2.667,152.91,0
46,4,136.91,75565.81,4,0,6571.68,0.087,4.0,142.86,0
68,2,63.17,84261.66,4,2,1516.08,0.018,0.667,22.3,0
33,6,43.52,58530.21,3,2,3133.44,0.0535,2.0,94.95,0
1,7,44.89,66174.54,4,1,3770.76,0.057,3.5,3770.76,0
19,6,161.0,76889.17,3,0,11592.0,0.1508,6.0,610.11,0
31,7,77.47,72968.3,5,1,6507.48,0.0892,3.5,209.92,0
14,3,70.44,77621.87,5,1,2535.84,0.0327,1.5,181.13,0
53,5,129.52,49634.49,3,0,7771.2,0.1566,5.0,146.63,0
48,10,49.67,45696.11,2,1,5960.4,0.1304,5.0,124.18,0
69,5,115.31,34548.86,2,4,6918.6,0.2003,1.0,100.27,1
62,8,84.28,51483.86,3,4,8090.88,0.1572,1.6,130.5,0
66,6,211.83,53484.98,4,2,15251.76,0.2852,2.0,231.09,0
64,8,76.46,52415.17,4,5,7340.16,0.14,1.333,114.69,0
70,6,87.27,63860.11,3,1,6283.44,0.0984,3.0,89.76,0
63,5,44.57,64328.65,4,3,2674.2,0.0416,1.25,42.45,0
33,5,226.75,53822.29,5,3,13605.0,0.2528,1.25,412.27,0
41,5,78.92,61241.88,4,3,4735.2,0.0773,1.25,115.49,1
48,5,189.81,69881.4,2,1,11388.6,0.163,2.5,237.26,0
13,8,37.95,40621.85,4,0,3643.2,0.0897,8.0,280.25,0
31,7,105.77,71797.97,4,3,8884.68,0.1237,1.75,286.6,0
68,4,215.68,43995.42,5,2,10352.64,0.2353,1.333,152.24,0
4,3,69.08,80903.45,3,2,2486.88,0.0307,1.0,621.72,1
19,3,102.56,57992.39,3,2,3692.16,0.0637,1.0,194.32,1
70,7,163.45,56153.83,4,3,13729.8,0.2445,1.75,196.14,0
13,2,79.43,22785.38,4,0,1906.32,0.0837,2.0,146.64,0
23,9,43.82,66842.0,4,2,4732.56,0.0708,3.0,205.76,0
1,6,73.99,56711.03,1,2,5327.28,0.0939,2.0,5327.28,0
54,9,106.42,58134.66,4,3,11493.36,0.1977,2.25,212.84,0
71,10,105.87,53324.58,2,2,12704.4,0.2382,3.333,178.94,1
15,4,126.34,66253.52,3,3,6064.32,0.0915,1.0,404.29,1
65,5,61.84,69858.49,4,0,3710.4,0.0531,5.0,57.08,0
71,7,207.92,63712.42,2,2,17465.28,0.2741,2.333,245.99,0
15,4,62.85,78707.22,3,3,3016.8,0.0383,1.0,201.12,0
21,5,96.82,42052.64,4,3,5809.2,0.1381,1.25,276.63,1
19,7,108.18,44328.71,4,1,9087.12,0.205,3.5,478.27,0
60,7,103.5,62320.67,2,2,8694.0,0.1395,2.333,144.9,1
33,5,53.7,66912.01,4,1,3222.0,0.0482,2.5,97.64,0
49,10,165.22,64300.52,2,2,19826.4,0.3083,3.333,404.62,0
35,6,72.32,31824.47,3,2,5207.04,0.1636,2.0,148.77,1
44,7,112.51,33354.78,3,1,9450.84,0.2833,3.5,214.79,0
11,6,102.12,51673.84,2,0,7352.64,0.1423,6.0,668.42,0
66,7,101.93,22793.1,5,1,8562.12,0.3756,3.5,129.73,0
46,8,41.91,59696.15,2,3,4023.36,0.0674,2.0,87.46,0
9,5,69.44,53652.96,4,2,4166.4,0.0777,1.667,462.93,0
3,5,112.02,38539.68,4,3,6721.2,0.1744,1.25,2240.4,0
26,5,43.11,45068.63,5,0,2586.6,0.0574,5.0,99.48,0
48,9,84.11,56975.09,3,3,9083.88,0.1594,2.25,189.25,0
66,3,98.01,28116.57,5,2,3528.36,0.1255,1.0,53.46,0
70,2,123.54,44138.8,5,2,2964.96,0.0672,0.667,42.36,0
28,7,97.08,50258.99,2,0,8154.72,0.1623,7.0,291.24,0
26,3,85.4,49603.58,3,0,3074.4,0.062,3.0,118.25,1
25,3,104.31,50120.9,1,1,3755.16,0.0749,1.5,150.21,0
12,5,82.98,79462.97,4,2,4978.8,0.0627,1.667,414.9,1
5,5,60.77,72073.98,4,3,3646.2,0.0506,1.25,729.24,1
48,2,73.61,43423.56,2,2,1766.64,0.0407,0.667,36.8,0
37,7,111.38,36330.5,4,0,9355.92,0.2575,7.0,252.86,0
44,5,85.75,47559.69,1,2,5145.0,0.1082,1.667,116.93,1
15,12,256.54,77088.88,4,1,36941.76,0.4792,6.0,2462.78,0
43,5,52.54,16708.43,1,3,3152.4,0.1887,1.25,73.31,1
48,6,109.81,56504.56,4,1,7906.32,0.1399,3.0,164.72,1
70,10,117.69,49455.03,1,4,14122.8,0.2856,2.0,201.75,0
46,1,96.01,76570.64,3,3,1152.12,0.015,0.25,25.05,0
43,11,80.49,72660.66,4,2,10624.68,0.1462,3.667,247.09,0
21,6,92.38,28573.51,3,1,6651.36,0.2328,3.0,316.73,0
23,5,92.66,76539.75,4,0,5559.6,0.0726,5.0,241.72,0
47,7,179.86,12992.25,5,6,15108.24,1.1629,1.0,321.45,1
15,7,36.16,66020.99,1,5,3037.44,0.046,1.167,202.5,0
25,5,60.06,67636.91,4,1,3603.6,0.0533,2.5,144.14,0
36,8,104.63,85333.01,1,2,10044.48,0.1177,2.667,279.01,0
51,6,146.51,59092.21,2,3,10548.72,0.1785,1.5,206.84,1
15,5,61.9,43040.24,2,3,3714.0,0.0863,1.25,247.6,1
68,7,54.29,36849.46,5,8,4560.36,0.1238,0.778,67.06,0
21,3,87.32,81284.11,2,2,3143.52,0.0387,1.0,149.69,1
13,6,60.27,85548.01,5,3,4339.44,0.0507,1.5,333.8,0
19,5,87.62,46927.45,5,2,5257.2,0.112,1.667,276.69,0
34,14,60.84,55399.42,3,1,10221.12,0.1845,7.0,300.62,0
68,5,124.44,79539.5,4,2,7466.4,0.0939,1.667,109.8,0
52,13,61.67,68843.23,4,1,9620.52,0.1397,6.5,185.01,0
27,6,39.62,51637.98,3,0,2852.64,0.0552,6.0,105.65,0
29,2,124.64,41326.14,2,2,2991.36,0.0724,0.667,103.15,0
28,4,93.27,39856.71,3,4,4476.96,0.1123,0.8,159.89,1
35,4,76.46,72160.39,4,1,3670.08,0.0509,2.0,104.86,0
8,5,77.49,48393.95,4,1,4649.4,0.0961,2.5,581.17,1
16,3,98.11,47680.86,3,1,3531.96,0.0741,1.5,220.75,1
36,10,54.36,66014.27,2,6,6523.2,0.0988,1.429,181.2,1
30,5,46.28,56450.83,5,1,2776.8,0.0492,2.5,92.56,0
18,4,61.59,62009.92,1,1,2956.32,0.0477,2.0,164.24,1
2,6,80.62,49167.4,4,1,5804.64,0.1181,3.0,2902.32,1
49,8,59.23,48419.0,1,3,5686.08,0.1174,2.0,116.04,1
4,6,179.38,41780.08,5,3,12915.36,0.3091,1.5,3228.84,1
7,7,61.61,67761.43,5,5,5175.24,0.0764,1.167,739.32,1
39,3,94.91,56530.96,3,2,3416.76,0.0604,1.0,87.61,1
13,10,114.53,60276.8,1,1,13743.6,0.228,5.0,1057.2,0
31,7,154.81,36644.74,4,2,13004.04,0.3549,2.333,419.49,0
71,10,192.0,67522.73,3,5,23040.0,0.3412,1.667,324.51,1
63,3,225.18,60617.43,3,5,8106.48,0.1337,0.5,128.67,0
56,3,151.46,68145.47,4,3,5452.56,0.08,0.75,97.37,0
42,5,141.06,61212.51,2,2,8463.6,0.1383,1.667,201.51,0
61,8,56.11,60148.29,3,6,5386.56,0.0896,1.143,88.3,1
42,4,117.54,22237.31,4,3,5641.92,0.2537,1.0,134.33,1
56,11,82.67,75479.55,4,1,10912.44,0.1446,5.5,194.86,0
36,4,83.07,31231.76,3,3,3987.36,0.1277,1.0,110.76,0
68,11,76.68,73667.36,4,1,10121.76,0.1374,5.5,148.85,0
7,2,55.51,53689.48,4,3,1332.24,0.0248,0.5,190.32,1
54,4,70.99,26079.07,4,1,3407.52,0.1307,2.0,63.1,0
1,3,60.05,53449.61,3,4,2161.8,0.0404,0.6,2161.8,1
44,2,36.17,27995.79,1,1,868.08,0.031,1.0,19.73,1
45,8,165.38,74943.69,4,0,15876.48,0.2118,8.0,352.81,0
47,3,94.04,45716.73,4,3,3385.44,0.0741,0.75,72.03,0
13,11,95.78,36258.67,4,1,12642.96,0.3487,5.5,972.54,0
22,4,90.14,66895.27,1,0,4326.72,0.0647,4.0,196.67,1
21,6,146.13,54237.7,4,3,10521.36,0.194,1.5,501.02,0
9,3,99.78,64363.01,4,1,3592.08,0.0558,1.5,399.12,0
26,7,167.77,52949.86,3,1,14092.68,0.2662,3.5,542.03,1
9,3,122.81,75819.76,2,2,4421.16,0.0583,1.0,491.24,0
15,3,65.3,47772.76,4,2,2350.8,0.0492,1.0,156.72,1
10,5,156.44,26634.01,4,3,9386.4,0.3524,1.25,938.64,0
42,13,107.84,35302.53,1,1,16823.04,0.4765,6.5,400.55,0
24,6,89.2,62833.39,4,1,6422.4,0.1022,3.0,267.6,0
49,5,138.6,43159.66,4,3,8316.0,0.1927,1.25,169.71,0
26,7,94.51,78100.95,4,3,7938.84,0.1016,1.75,305.34,1
37,13,127.55,33927.77,4,1,19897.8,0.5865,6.5,537.78,0
68,6,51.33,73327.97,4,2,3695.76,0.0504,2.0,54.35,0
50,6,95.46,47205.11,2,2,6873.12,0.1456,2.0,137.46,1
24,2,67.39,78535.61,3,0,1617.36,0.0206,2.0,67.39,0
19,7,221.59,64101.36,4,1,18613.56,0.2904,3.5,979.66,0
60,3,162.6,58465.09,1,2,5853.6,0.1001,1.0,97.56,0
39,5,102.49,66959.2,4,2,6149.4,0.0918,1.667,157.68,0
18,9,155.92,77079.77,4,1,16839.36,0.2185,4.5,935.52,0
19,5,67.97,54085.54,3,3,4078.2,0.0754,1.25,214.64,0
36,6,75.14,21214.04,4,4,5410.08,0.255,1.2,150.28,1
55,3,32.51,76600.82,4,0,1170.36,0.0153,3.0,21.28,0
69,6,124.64,50117.59,3,3,8974.08,0.1791,1.5,130.06,0
47,7,30.65,101078.19,3,2,2574.6,0.0255,2.333,54.78,0
49,5,71.56,44151.55,5,2,4293.6,0.0972,1.667,87.62,0
33,5,50.54,48145.67,3,4,3032.4,0.063,1.0,91.89,0
21,4,144.54,68400.02,4,0,6937.92,0.1014,4.0,330.38,0
22,12,211.73,68708.49,1,3,30489.12,0.4437,3.0,1385.87,0
48,5,133.52,62607.23,1,1,8011.2,0.128,2.5,166.9,0
37,3,123.15,44921.33,2,1,4433.4,0.0987,1.5,119.82,1
15,7,103.02,34116.51,4,2,8653.68,0.2537,2.333,576.91,1
35,0,98.98,42812.46,3,2,0.0,0.0,0.0,0.0,1
71,3,62.3,27700.16,2,1,2242.8,0.081,1.5,31.59,0
32,12,42.31,92142.02,4,0,6092.64,0.0661,12.0,190.4,0
11,4,98.04,36556.78,2,3,4705.92,0.1287,1.0,427.81,1
10,8,108.47,49707.03,3,5,10413.12,0.2095,1.333,1041.31,1
57,7,108.17,67464.09,3,0,9086.28,0.1347,7.0,159.41,0
25,6,115.2,55093.99,3,1,8294.4,0.1505,3.0,331.78,0
2,8,128.82,44355.95,4,0,12366.72,0.2788,8.0,6183.36,0
64,7,96.13,52325.39,3,1,8074.92,0.1543,3.5,126.17,0
35,5,59.38,44045.39,3,3,3562.8,0.0809,1.25,101.79,0
7,5,113.46,50419.78,5,0,6807.6,0.135,5.0,972.51,0
18,4,125.24,62029.84,5,1,6011.52,0.0969,2.0,333.97,0
67,7,81.26,36339.63,4,3,6825.84,0.1878,1.75,101.88,0
42,3,125.43,74447.93,5,1,4515.48,0.0607,1.5,107.51,0
39,6,98.52,56308.36,4,1,7093.44,0.126,3.0,181.88,0
41,3,55.23,44497.22,4,3,1988.28,0.0447,0.75,48.49,1
24,6,244.15,49318.59,4,1,17578.8,0.3564,3.0,732.45,0
60,6,79.37,76014.11,4,2,5714.64,0.0752,2.0,95.24,0
46,4,57.26,69731.36,4,3,2748.48,0.0394,1.0,59.75,0
19,4,67.06,59319.49,2,3,3218.88,0.0543,1.0,169.41,1
68,13,26.33,44191.54,4,2,4107.48,0.0929,4.333,60.4,0
42,9,82.39,65228.39,4,4,8898.12,0.1364,1.8,211.86,1
32,9,166.33,55254.87,4,1,17963.64,0.3251,4.5,561.36,0
39,2,102.29,86422.04,2,0,2454.96,0.0284,2.0,62.95,0
36,6,64.01,54324.19,3,3,4608.72,0.0848,1.5,128.02,1
36,2,91.46,85308.72,3,2,2195.04,0.0257,0.667,60.97,1
3,3,32.61,58506.96,4,4,1173.96,0.0201,0.6,391.32,0
8,10,91.84,36336.79,2,1,11020.8,0.3033,5.0,1377.6,1
70,7,80.35,114340.92,3,1,6749.4,0.059,3.5,96.42,0
41,3,140.49,28954.75,2,2,5057.64,0.1747,1.0,123.36,0
68,7,109.05,19418.97,3,1,9160.2,0.4717,3.5,134.71,0
13,6,58.58,17654.76,4,3,4217.76,0.2389,1.5,324.44,1
49,9,138.74,104314.28,5,2,14983.92,0.1436,3.0,305.79,0
60,7,159.29,93231.83,1,4,13380.36,0.1435,1.4,223.01,0
2,5,110.62,57592.21,4,1,6637.2,0.1152,2.5,3318.6,1
60,9,84.19,62814.56,1,1,9092.52,0.1448,4.5,151.54,0
5,3,72.64,59516.59,2,3,2615.04,0.0439,0.75,523.01,0
44,3,183.08,23128.19,4,3,6590.88,0.285,0.75,149.79,0
27,6,106.73,81258.9,4,0,7684.56,0.0946,6.0,284.61,0
32,8,97.49,78901.48,4,2,9359.04,0.1186,2.667,292.47,0
21,5,52.48,32840.32,3,3,3148.8,0.0959,1.25,149.94,0
8,6,61.38,60862.3,5,2,4419.36,0.0726,2.0,552.42,0
50,9,45.49,53678.54,2,0,4912.92,0.0915,9.0,98.26,0
67,6,83.64,51199.14,3,2,6022.08,0.1176,2.0,89.88,0
44,6,71.9,42776.25,2,2,5176.8,0.121,2.0,117.65,1
58,5,99.62,52978.18,4,4,5977.2,0.1128,1.0,103.06,1
3,8,150.22,45516.77,2,1,14421.12,0.3168,4.0,4807.04,1
70,5,125.75,74156.34,2,2,7545.0,0.1017,1.667,107.79,0
2,4,136.81,54502.46,4,1,6566.88,0.1205,2.0,3283.44,0
44,10,148.55,42534.19,1,6,17826.0,0.4191,1.429,405.14,1
2,4,63.79,54546.17,1,0,3061.92,0.0561,4.0,1530.96,0
35,7,77.43,52456.62,2,2,6504.12,0.124,2.333,185.83,0
30,11,72.49,51699.07,1,3,9568.68,0.1851,2.75,318.96,0
8,8,128.65,67187.6,4,1,12350.4,0.1838,4.0,1543.8,0
22,10,51.64,50020.46,4,3,6196.8,0.1239,2.5,281.67,0
44,7,169.86,44720.57,2,1,14268.24,0.3191,3.5,324.28,0
58,7,76.07,30517.92,3,1,6389.88,0.2094,3.5,110.17,1
36,12,53.42,54845.29,4,2,7692.48,0.1403,4.0,213.68,0
69,11,77.56,77416.36,4,1,10237.92,0.1322,5.5,148.38,0
31,5,79.98,52771.43,4,3,4798.8,0.0909,1.25,154.8,0
47,6,85.28,45967.62,3,2,6140.16,0.1336,2.0,130.64,0
55,5,87.06,41369.75,3,2,5223.6,0.1263,1.667,94.97,0
62,7,147.94,23970.98,5,0,12426.96,0.5184,7.0,200.43,0
30,6,107.58,76176.14,4,2,7745.76,0.1017,2.0,258.19,0
55,4,53.09,63724.63,2,4,2548.32,0.04,0.8,46.33,1
16,7,79.23,68853.35,3,2,6655.32,0.0967,2.333,415.96,0
12,4,71.47,59519.25,3,2,3430.56,0.0576,1.333,285.88,1
17,6,95.64,40503.56,2,2,6886.08,0.17,2.0,405.06,1
16,9,89.58,49296.82,5,3,9674.64,0.1963,2.25,604.66,0
12,3,193.13,45990.29,5,4,6952.68,0.1512,0.6,579.39,1
8,8,136.54,47496.52,2,4,13107.84,0.276,1.6,1638.48,1
3,6,120.4,47606.88,3,1,8668.8,0.1821,3.0,2889.6,0
16,7,31.13,74885.97,4,2,2614.92,0.0349,2.333,163.43,1
30,5,134.13,91390.87,2,6,8047.8,0.0881,0.714,268.26,1
23,6,37.14,39299.07,4,6,2674.08,0.068,0.857,116.26,1
5,4,74.58,51954.22,4,2,3579.84,0.0689,1.333,715.97,1
65,10,79.06,58902.08,4,4,9487.2,0.1611,2.0,145.96,0
30,8,145.43,37351.85,4,2,13961.28,0.3738,2.667,465.38,0
21,6,57.52,55950.62,4,0,4141.44,0.074,6.0,197.21,0
70,8,85.38,61329.48,5,0,8196.48,0.1336,8.0,117.09,0
22,4,47.36,53595.8,3,5,2273.28,0.0424,0.667,103.33,0
32,2,116.24,66286.52,5,1,2789.76,0.0421,1.0,87.18,0
33,4,74.94,55005.92,1,2,3597.12,0.0654,1.333,109.0,1
16,11,100.22,3415.06,3,0,13229.04,1.3229,11.0,826.82,0
38,6,21.17,37710.94,1,1,1524.24,0.0404,3.0,40.11,0
14,10,54.34,80783.33,4,2,6520.8,0.0807,3.333,465.77,1
36,8,101.6,64365.08,2,0,9753.6,0.1515,8.0,270.93,1
23,5,123.61,3678.98,5,4,7416.6,0.7417,1.0,322.46,1
66,6,170.85,27817.12,4,1,12301.2,0.4422,3.0,186.38,0
2,4,159.78,67992.76,1,2,7669.44,0.1128,1.333,3834.72,1
65,8,69.9,44629.22,4,1,6710.4,0.1504,4.0,103.24,0
67,3,99.46,6359.64,5,2,3580.56,0.3581,1.0,53.44,0
52,1,129.7,74069.03,4,2,1556.4,0.021,0.333,29.93,0
62,3,106.66,68029.68,1,3,3839.76,0.0564,0.75,61.93,1
23,5,79.41,40072.38,5,1,4764.6,0.1189,2.5,207.16,0
26,5,101.43,77410.46,4,2,6085.8,0.0786,1.667,234.07,1
68,9,165.27,40754.61,3,0,17849.16,0.438,9.0,262.49,0
55,5,91.41,43787.71,3,1,5484.6,0.1253,2.5,99.72,0
6,7,117.3,46257.48,3,0,9853.2,0.213,7.0,1642.2,0
35,5,104.43,20881.49,5,4,6265.8,0.3001,1.0,179.02,1
22,5,68.12,62428.74,3,2,4087.2,0.0655,1.667,185.78,0
43,9,145.05,64361.89,2,1,15665.4,0.2434,4.5,364.31,0
15,7,92.62,46746.5,5,5,7780.08,0.1664,1.167,518.67,1
60,5,78.98,67712.56,1,1,4738.8,0.07,2.5,78.98,1
12,8,103.9,26359.73,5,3,9974.4,0.3784,2.0,831.2,0
49,12,152.45,67349.45,3,2,21952.8,0.326,4.0,448.02,0
42,5,100.97,60857.17,4,1,6058.2,0.0995,2.5,144.24,0
38,3,100.14,42567.62,2,1,3605.04,0.0847,1.5,94.87,0
45,4,115.66,62454.08,5,3,5551.68,0.0889,1.0,123.37,1
